id,study_id,contrast_id,authors,journal,year,title
12880808-1,12880808,1,"Gruber O, von Cramon DY",NeuroImage,2003,The functional neuroanatomy of human working memory revisited. Evidence from 3-T  fMRI studies using classical domain-specific interference tasks.
12880818-1,12880818,1,"Kovalev VA, Kruggel F, von Cramon DY",NeuroImage,2003,Gender and age effects in structural brain asymmetry as measured by MRI texture analysis.
12880836-1,12880836,1,"Stoeckel MC, Weder B, Binkofski F, Buccino G, Shah NJ, Seitz RJ",NeuroImage,2003,A fronto-parietal circuit for tactile object discrimination: an event-related fMRI study.
12925283-1,12925283,1,"Small DM, Gregory MD, Mak YE, Gitelman D, Mesulam MM, Parrish T",Neuron,2003,Dissociation of neural representation of intensity and affective valuation in human gustation.
12944506-1,12944506,1,"Konishi S, Jimura K, Asari T, Miyashita Y",The Journal of neuroscience : the official journal of the Society for Neuroscience,2003,Transient activation of superior prefrontal cortex during inhibition of cognitive set.
12948716-1,12948716,1,"Michelon P, Snyder AZ, Buckner RL, McAvoy M, Zacks JM",NeuroImage,2003,Neural correlates of incongruous visual information. An event-related fMRI study.
14527602-1,14527602,1,"Monk CS, McClure EB, Nelson EE, Zarahn E, Bilder RM, Leibenluft E, Charney DS, Ernst M, Pine DS",NeuroImage,2003,Adolescent immaturity in attention-related brain engagement to emotional facial expressions.
14561459-1,14561459,1,"Schubert T, Szameitat AJ",Brain research. Cognitive brain research,2003,Functional neuroanatomy of interference in overlapping dual tasks: an fMRI study.
14568446-1,14568446,1,"Royet JP, Plailly J, Delon-Martin C, Kareken DA, Segebarth C",NeuroImage,2003,"fMRI of emotional responses to odors: influence of hedonic valence and judgment,  handedness, and gender."
14568474-1,14568474,1,"Chee MW, Westphal C, Goh J, Graham S, Song AW",NeuroImage,2003,Word frequency and subsequent memory effects studied using event-related fMRI.
14568478-1,14568478,1,"Kirsch P, Schienle A, Stark R, Sammer G, Blecker C, Walter B, Ott U, Burkart J, Vaitl D",NeuroImage,2003,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system: an event-related fMRI study.
14568509-1,14568509,1,"Sperling R, Chua E, Cocchiarella A, Rand-Giovannetti E, Poldrack R, Schacter DL, Albert M",NeuroImage,2003,Putting names to faces: successful encoding of associative memories activates the anterior hippocampal formation.
14622239-1,14622239,1,"de Araujo IE, Rolls ET, Kringelbach ML, McGlone F, Phillips N",The European journal of neuroscience,2003,"Taste-olfactory convergence, and the representation of the pleasantness of flavour, in the human brain."
14642287-1,14642287,1,"Wicker B, Keysers C, Plailly J, Royet JP, Gallese V, Rizzolatti G",Neuron,2003,Both of us disgusted in My insula: the common neural basis of seeing and feeling  disgust.
14642482-1,14642482,1,"Habeck C, Hilton HJ, Zarahn E, Flynn J, Moeller J, Stern Y",NeuroImage,2003,Relation of cognitive reserve and task performance to expression of regional covariance networks in an event-related fMRI study of nonverbal memory.
14657368-1,14657368,1,"Egan G, Silk T, Zamarripa F, Williams J, Federico P, Cunnington R, Carabott L, Blair-West J, Shade R, McKinley M, Farrell M, Lancaster J, Jackson G, Fox P, Denton D",Proceedings of the National Academy of Sciences of the United States of America,2003,Neural correlates of the emergence of consciousness of thirst.
14683721-1,14683721,1,"Vingerhoets G, Van Borsel J, Tesink C, van den Noort M, Deblaere K, Seurinck R, Vandemaele P, Achten E",NeuroImage,2003,Multilingualism: an fMRI study.
14689505-1,14689505,1,"Mandzia JL, Black SE, McAndrews MP, Grady C, Graham S",Human brain mapping,2004,fMRI differences in encoding and retrieval of pictures due to encoding strategy in the elderly.
14728923-1,14728923,1,"Tyler LK, Bright P, Fletcher P, Stamatakis EA",Neuropsychologia,2004,Neural processing of nouns and verbs: the role of inflectional morphology.
14736856-1,14736856,1,"Monchi O, Petrides M, Doyon J, Postuma RB, Worsley K, Dagher A",The Journal of neuroscience : the official journal of the Society for Neuroscience,2004,Neural bases of set-shifting deficits in Parkinson's disease.
14741658-1,14741658,1,"Thomsen T, Rimol LM, Ersland L, Hugdahl K",NeuroImage,2004,Dichotic listening reveals functional specificity in prefrontal cortex: an fMRI study.
14741683-1,14741683,1,"Jackson O 3rd, Schacter DL",NeuroImage,2004,Encoding activity in anterior medial temporal lobe supports subsequent associative recognition.
14762135-1,14762135,1,"Imamizu H, Kuroda T, Yoshioka T, Kawato M",The Journal of neuroscience : the official journal of the Society for Neuroscience,2004,Functional magnetic resonance imaging examination of two modular architectures for switching multiple internal models.
14960288-1,14960288,1,"May JC, Delgado MR, Dahl RE, Stenger VA, Ryan ND, Fiez JA, Carter CS",Biological psychiatry,2004,Event-related functional magnetic resonance imaging of reward-related brain circuitry in children and adolescents.
14972366-1,14972366,1,"Kiehl KA, Smith AM, Mendrek A, Forster BB, Hare RD, Liddle PF",Psychiatry research,2004,Temporal lobe abnormalities in semantic processing by criminal psychopaths as revealed by functional magnetic resonance imaging.
14980580-1,14980580,1,"Phan KL, Taylor SF, Welsh RC, Ho SH, Britton JC, Liberzon I",NeuroImage,2004,Neural correlates of individual ratings of emotional salience: a trial-related fMRI study.
14984425-1,14984425,1,"Lewis SJ, Dove A, Robbins TW, Barker RA, Owen AM",The European journal of neuroscience,2004,Striatal contributions to working memory: a functional magnetic resonance imaging study in humans.
15006652-1,15006652,1,"Mainero C, Caramia F, Pozzilli C, Pisani A, Pestalozza I, Borriello G, Bozzao L, Pantano P",NeuroImage,2004,fMRI evidence of brain reorganization during attention and memory tasks in multiple sclerosis.
15006656-1,15006656,1,"Manoach DS, White NS, Lindgren KA, Heckers S, Coleman MJ, Dubal S, Holzman PS",NeuroImage,2004,Hemispheric specialization of the lateral prefrontal cortex for strategic processing during spatial and shape working memory.
15006672-1,15006672,1,"Taylor SF, Welsh RC, Wager TD, Phan KL, Fitzgerald KD, Gehring WJ",NeuroImage,2004,A functional neuroimaging study of motivation and executive function.
15009154-1,15009154,1,"Stoeckel MC, Weder B, Binkofski F, Choi HJ, Amunts K, Pieperhoff P, Shah NJ, Seitz RJ",The European journal of neuroscience,2004,Left and right superior parietal lobule in tactile object discrimination.
15028641-1,15028641,1,"Cabeza R, Daselaar SM, Dolcos F, Prince SE, Budde M, Nyberg L","Cerebral cortex (New York, N.Y. : 1991)",2004,"Task-independent and task-specific age effects on brain activity during working memory, visual attention and episodic retrieval."
15046728-1,15046728,1,"Bentley P, Husain M, Dolan RJ",Neuron,2004,"Effects of cholinergic enhancement on visual stimulation, spatial attention, and  spatial working memory."
15050563-1,15050563,1,"Sugiura M, Gotoh R, Okada K, Yamaguchi K, Itoh M, Fukuda H, Kawashima R",NeuroImage,2004,Target dependency of brain mechanism involved in dispositional inference: a PET study.
15054061-1,15054061,1,"Pollmann S, Lepsien J, Hugdahl K, von Cramon DY","Cerebral cortex (New York, N.Y. : 1991)",2004,Auditory target detection in dichotic listening involves the orbitofrontal and hippocampal paralimbic belts.
15091346-1,15091346,1,"Buccino G, Vogt S, Ritzl A, Fink GR, Zilles K, Freund HJ, Rizzolatti G",Neuron,2004,Neural circuits underlying imitation learning of hand actions: an event-related fMRI study.
15110011-1,15110011,1,"Landau SM, Schumacher EH, Garavan H, Druzgal TJ, D'Esposito M",NeuroImage,2004,A functional MRI study of the influence of practice on component processes of working memory.
15142959-1,15142959,1,"Yomogida Y, Sugiura M, Watanabe J, Akitsuki Y, Sassa Y, Sato T, Matsue Y, Kawashima R","Cerebral cortex (New York, N.Y. : 1991)",2004,Mental visual synthesis is originated in the fronto-temporal network of the left  hemisphere.
15142962-1,15142962,1,"Sakai KL, Miura K, Narafu N, Muraishi Y","Cerebral cortex (New York, N.Y. : 1991)",2004,Correlated functional changes of the prefrontal cortex in twins induced by classroom education of second language.
15158422-1,15158422,1,"McClure EB, Monk CS, Nelson EE, Zarahn E, Leibenluft E, Bilder RM, Charney DS, Ernst M, Pine DS",Biological psychiatry,2004,A developmental examination of gender differences in brain engagement during evaluation of threat.
15193582-1,15193582,1,"Zafiris O, Kircheis G, Rood HA, Boers F, Haussinger D, Zilles K",NeuroImage,2004,Neural mechanism underlying impaired visual judgement in the dysmetabolic brain:  an fMRI study.
15193595-1,15193595,1,"Rowan A, Liegeois F, Vargha-Khadem F, Gadian D, Connelly A, Baldeweg T",NeuroImage,2004,Cortical lateralization during verb generation: a combined ERP and fMRI study.
15193622-1,15193622,1,"Thomsen T, Specht K, Rimol LM, Hammar A, Nyttingnes J, Ersland L, Hugdahl K",NeuroImage,2004,Brain localization of attentional control in different age groups by combining functional and structural MRI.
15193939-1,15193939,1,"Lewis PA, Wing AM, Pope PA, Praamstra P, Miall RC",Neuropsychologia,2004,"Brain activity correlates differentially with increasing temporal complexity of rhythms during initialisation, synchronisation, and continuation phases of paced  finger tapping."
15210952-1,15210952,1,"Ishai A, Pessoa L, Bikle PC, Ungerleider LG",Proceedings of the National Academy of Sciences of the United States of America,2004,Repetition suppression of faces is modulated by emotion.
15219600-1,15219600,1,"Turk DJ, Banfield JF, Walling BR, Heatherton TF, Grafton ST, Handy TC, Gazzaniga MS, Macrae CN",NeuroImage,2004,From facial cue to dinner for two: the neural substrates of personal choice.
15219608-1,15219608,1,"Piolino P, Giffard-Quillon G, Desgranges B, Chetelat G, Baron JC, Eustache F",NeuroImage,2004,Re-experiencing old memories via hippocampus: a PET study of autobiographical memory.
15238433-1,15238433,1,"Bunge SA, Wendelken C, Badre D, Wagner AD","Cerebral cortex (New York, N.Y. : 1991)",2005,Analogical reasoning and prefrontal cortex: evidence for separable retrieval and  integration mechanisms.
15275903-1,15275903,1,"Chee MW, Goh JO, Lim Y, Graham S, Lee K",NeuroImage,2004,Recognition memory for studied words is determined by cortical activation differences at encoding but not during retrieval.
15319311-1,15319311,1,Makuuchi M,"Cerebral cortex (New York, N.Y. : 1991)",2005,Is Broca's area crucial for imitation?
15363399-1,15363399,1,"Phelps EA, Delgado MR, Nearing KI, LeDoux JE",Neuron,2004,Extinction learning in humans: role of the amygdala and vmPFC.
15371295-1,15371295,1,"Reber PJ, Gitelman DR, Parrish TB, Mesulam MM","Cerebral cortex (New York, N.Y. : 1991)",2005,Priming effects in the fusiform gyrus: changes in neural activity beyond the second presentation.
15385595-1,15385595,1,"Naito E, Roland PE, Grefkes C, Choi HJ, Eickhoff S, Geyer S, Zilles K, Ehrsson HH",Journal of neurophysiology,2005,Dominance of the right hemisphere and role of area 2 in human kinesthesia.
15488426-1,15488426,1,"McIntosh AR, Chau WK, Protzner AB",NeuroImage,2004,Spatiotemporal analysis of event-related fMRI data using partial least squares.
15499576-1,15499576,1,"Napadow V, Makris N, Liu J, Kettner NW, Kwong KK, Hui KK",Human brain mapping,2005,Effects of electroacupuncture versus manual acupuncture on the human brain as measured by fMRI.
15564587-1,15564587,1,"Shomstein S, Yantis S",The Journal of neuroscience : the official journal of the Society for Neuroscience,2004,Control of attention shifts between vision and audition in human cortex.
15572117-1,15572117,1,"Corlett PR, Aitken MR, Dickinson A, Shanks DR, Honey GD, Honey RA, Robbins TW, Bullmore ET, Fletcher PC",Neuron,2004,Prediction error during retrospective revaluation of causal associations in humans: fMRI evidence in favor of an associative model of learning.
15589105-1,15589105,1,"Tomasi D, Ernst T, Caparelli EC, Chang L",NeuroImage,2004,Practice-induced changes of brain function during visual attention: a parametric  fMRI study at 4 Tesla.
15627588-1,15627588,1,"Kirschen MP, Chen SH, Schraedley-Desmond P, Desmond JE",NeuroImage,2005,Load- and practice-dependent increases in cerebro-cerebellar activation in verbal working memory: an fMRI study.
15647525-1,15647525,1,"Raz N, Amedi A, Zohary E","Cerebral cortex (New York, N.Y. : 1991)",2005,V1 activation in congenitally blind humans is associated with episodic retrieval.
15652310-1,15652310,1,"Critchley HD, Rotshtein P, Nagai Y, O'Doherty J, Mathias CJ, Dolan RJ",NeuroImage,2005,Activity in the human brain predicting differential heart rate responses to emotional facial expressions.
15716399-1,15716399,1,"Tatsuno Y, Sakai KL",The Journal of neuroscience : the official journal of the Society for Neuroscience,2005,"Language-related activations in the left prefrontal regions are differentially modulated by age, proficiency, and task demands."
15728742-1,15728742,1,"Moss HE, Abdallah S, Fletcher P, Bright P, Pilgrim L, Acres K, Tyler LK","Cerebral cortex (New York, N.Y. : 1991)",2005,Selecting among competing alternatives: selection and retrieval in the left inferior frontal gyrus.
15734346-1,15734346,1,"Kitada R, Hashimoto T, Kochiyama T, Kito T, Okada T, Matsumura M, Lederman SJ, Sadato N",NeuroImage,2005,Tactile estimation of the roughness of gratings yields a graded response in the human brain: an fMRI study.
15737657-1,15737657,1,"Valera EM, Faraone SV, Biederman J, Poldrack RA, Seidman LJ",Biological psychiatry,2005,Functional neuroanatomy of working memory in adults with attention-deficit/hyperactivity disorder.
15766766-1,15766766,1,"Vitali P, Abutalebi J, Tettamanti M, Rowe J, Scifo P, Fazio F, Cappa SF, Perani D",Brain and language,2005,Generating animal and tool names: an fMRI study of effective connectivity.
15808989-1,15808989,1,"Kaufmann L, Koppelstaetter F, Delazer M, Siedentopf C, Rhomberg P, Golaszewski S, Felber S, Ischebeck A",NeuroImage,2005,Neural correlates of distance and congruity effects in a numerical Stroop task: an event-related fMRI study.
15820708-1,15820708,1,"Lanius RA, Williamson PC, Bluhm RL, Densmore M, Boksman K, Neufeld RW, Gati JS, Menon RS",Biological psychiatry,2005,Functional connectivity of dissociative responses in posttraumatic stress disorder: a functional magnetic resonance imaging investigation.
15834861-1,15834861,1,"Milham MP, Banich MT",Human brain mapping,2005,Anterior cingulate cortex: an fMRI analysis of conflict specificity and functional differentiation.
15836975-1,15836975,1,"Pukall CF, Strigo IA, Binik YM, Amsel R, Khalife S, Bushnell MC",Pain,2005,Neural correlates of painful genital touch in women with vulvar vestibulitis syndrome.
15850740-1,15850740,1,"Karlsgodt KH, Shirinyan D, van Erp TG, Cohen MS, Cannon TD",NeuroImage,2005,Hippocampal activations during encoding and retrieval in a verbal working memory  paradigm.
15852471-1,15852471,1,"Pouthas V, George N, Poline JB, Pfeuty M, Vandemoorteele PF, Hugueville L, Ferrandez AM, Lehericy S, Lebihan D, Renault B",Human brain mapping,2005,Neural network involved in time perception: an fMRI study comparing long and short interval estimation.
15884023-1,15884023,1,"Allen PP, Amaro E, Fu CH, Williams SC, Brammer M, Johns LC, McGuire PK",Human brain mapping,2005,Neural correlates of the misattribution of self-generated speech.
15885507-1,15885507,1,"Laurens KR, Kiehl KA, Ngan ET, Liddle PF",Schizophrenia research,2005,Attention orienting dysfunction during salient novel stimulus processing in schizophrenia.
15885517-1,15885517,1,"Boksman K, Theberge J, Williamson P, Drost DJ, Malla A, Densmore M, Takhar J, Pavlosky W, Menon RS, Neufeld RW",Schizophrenia research,2005,A 4.0-T fMRI study of brain connectivity during word fluency in first-episode schizophrenia.
15888656-1,15888656,1,"Knutson B, Taylor J, Kaufman M, Peterson R, Glover G",The Journal of neuroscience : the official journal of the Society for Neuroscience,2005,Distributed neural representation of expected value.
15893942-1,15893942,1,"Tomasi D, Caparelli EC, Chang L, Ernst T",NeuroImage,2005,fMRI-acoustic noise alters brain activation during working memory tasks.
15901490-1,15901490,1,"Katzir T, Misra M, Poldrack RA",NeuroImage,2005,Imaging phonology without print: assessing the neural correlates of phonemic awareness using fMRI.
15907304-1,15907304,1,"Fan J, McCandliss BD, Fossella J, Flombaum JI, Posner MI",NeuroImage,2005,The activation of attentional networks.
15924867-1,15924867,1,"Sigman M, Pan H, Yang Y, Stern E, Silbersweig D, Gilbert CD",Neuron,2005,Top-down reorganization of activity in the visual pathway after learning a shape  identification task.
15926933-1,15926933,1,"Neggers SF, Raemaekers MA, Lampmann EE, Postma A, Ramsey NF",The European journal of neuroscience,2005,Cortical and subcortical contributions to saccade latency in the human brain.
15927486-1,15927486,1,"Volz KG, Schubotz RI, von Cramon DY",NeuroImage,2005,Frontomedian activation depends on both feedback validity and valence: fMRI evidence for contextual feedback evaluation.
15929098-1,15929098,1,"Grewe T, Bornkessel I, Zysset S, Wiese R, von Cramon DY, Schlesewsky M",Human brain mapping,2005,The emergence of the unmarked: a new perspective on the language-specific function of Broca's area.
15955482-1,15955482,1,"Lepsien J, Griffin IC, Devlin JT, Nobre AC",NeuroImage,2005,Directing spatial attention in mental representations: Interactions between attentional orienting and working-memory load.
15970381-1,15970381,1,"Hao J, Li K, Li K, Zhang D, Wang W, Yang Y, Yan B, Shan B, Zhou X",Neuroscience letters,2005,Visual attention deficits in Alzheimer's disease: an fMRI study.
15982902-1,15982902,1,"Lundstrom BN, Ingvar M, Petersson KM",NeuroImage,2005,The role of precuneus and left inferior frontal cortex during source memory episodic retrieval.
15996878-1,15996878,1,"Critchley HD, Tang J, Glaser D, Butterworth B, Dolan RJ",NeuroImage,2005,Anterior cingulate activity during error and autonomic response.
16033924-1,16033924,1,"Dreher JC, Kohn P, Berman KF","Cerebral cortex (New York, N.Y. : 1991)",2006,Neural coding of distinct statistical properties of reward information in humans.
16051283-1,16051283,1,"Rajah MN, McIntosh AR",Neuropsychologia,2006,Dissociating prefrontal contributions during a recency memory task.
16061152-1,16061152,1,"Amso D, Davidson MC, Johnson SP, Glover G, Casey BJ",NeuroImage,2005,Contributions of the hippocampus and the striatum to simple association and frequency-based learning.
16099355-1,16099355,1,"Mazard A, Laou L, Joliot M, Mellet E",Brain research. Cognitive brain research,2005,Neural impact of the semantic content of visual mental images and visual percepts.
16109493-1,16109493,1,"Erickson KI, Colcombe SJ, Wadhwa R, Bherer L, Peterson MS, Scalf PE, Kramer AF",NeuroImage,2005,Neural correlates of dual-task performance after minimizing task-preparation.
16112876-1,16112876,1,"Maihofner C, Handwerker HO",NeuroImage,2005,Differential coding of hyperalgesia in the human brain: a functional MRI study.
16115783-1,16115783,1,"Gomot M, Bernard FA, Davis MH, Belmonte MK, Ashwin C, Bullmore ET, Baron-Cohen S",NeuroImage,2006,Change detection in children with autism: an auditory event-related fMRI study.
16139812-1,16139812,1,"Straube T, Mentzel HJ, Miltner WH",Biological psychiatry,2006,Neural mechanisms of automatic and direct processing of phobogenic stimuli in specific phobia.
16161166-1,16161166,1,"Pekkola J, Ojanen V, Autti T, Jaaskelainen IP, Mottonen R, Sams M",Human brain mapping,2006,Attention to visual speech gestures enhances hemodynamic activity in the left planum temporale.
16168731-1,16168731,1,"Blondin F, Lepage M",Neuropsychologia,2005,Decrease and increase in brain activity during visual perceptual priming: an fMRI study on similar but perceptually different complex visual scenes.
16181793-1,16181793,1,"Nitschke JB, Sarinopoulos I, Mackiewicz KL, Schaefer HS, Davidson RJ",NeuroImage,2006,Functional neuroanatomy of aversion and its anticipation.
16251214-1,16251214,1,"Cader S, Cifelli A, Abu-Omar Y, Palace J, Matthews PM",Brain : a journal of neurology,2006,Reduced brain functional reserve and altered functional connectivity in patients  with multiple sclerosis.
16256375-1,16256375,1,"Rahm B, Opwis K, Kaller CP, Spreer J, Schwarzwald R, Seifritz E, Halsband U, Unterrainer JM",NeuroImage,2006,Tracking the subprocesses of decision-based action in the human frontal lobes.
16275017-1,16275017,1,"Chou TL, Booth JR, Burman DD, Bitan T, Bigio JD, Lu D, Cone NE",NeuroImage,2006,Developmental changes in the neural correlates of semantic processing.
16280140-1,16280140,1,"Thimm M, Fink GR, Kust J, Karbe H, Sturm W",Neuropsychologia,2006,Impact of alertness training on spatial neglect: a behavioural and fMRI study.
16280463-1,16280463,1,"Qiu Y, Noguchi Y, Honda M, Nakata H, Tamura Y, Tanaka S, Sadato N, Wang X, Inui K, Kakigi R","Cerebral cortex (New York, N.Y. : 1991)",2006,Brain processing of the signals ascending through unmyelinated C fibers in humans: an event-related functional magnetic resonance imaging study.
16281285-1,16281285,1,"Husain FT, Fromm SJ, Pursley RH, Hosey LA, Braun AR, Horwitz B",Human brain mapping,2006,Neural bases of categorization of simple speech and nonspeech sounds.
16284946-1,16284946,1,"Lemche E, Giampietro VP, Surguladze SA, Amaro EJ, Andrew CM, Williams SC, Brammer MJ, Lawrence N, Maier MA, Russell TA, Simmons A, Ecker C, Joraschky P, Phillips ML",Human brain mapping,2006,Human attachment security is mediated by the amygdala: evidence from combined fMRI and psychophysiological measures.
16290017-1,16290017,1,"Gardini S, Cornoldi C, De Beni R, Venneri A",NeuroImage,2006,Left mediotemporal structures mediate the retrieval of episodic autobiographical  mental images.
16290261-1,16290261,1,"Mashal N, Faust M, Hendler T, Jung-Beeman M",Brain and language,2007,An fMRI investigation of the neural correlates underlying the processing of novel metaphoric expressions.
