id,study_id,contrast_id,authors,journal,year,title
11587890-1,11587890,1,"Jessen F, Flacke S, Granath DO, Manka C, Scheef L, Papassotiropoulos A, Schild HH, Heun R",Brain research. Cognitive brain research,2001,Encoding and retrieval related cerebral activation in continuous verbal recognition.
11595262-1,11595262,1,"Devlin JT, Russell RP, Davis MH, Price CJ, Moss HE, Fadili MJ, Tyler LK",Neuropsychologia,2002,Is there an anatomical basis for category-specificity? Semantic memory studies in PET and fMRI.
11606687-1,11606687,1,"Shergill SS, Cameron LA, Brammer MJ, Williams SC, Murray RM, McGuire PK","Journal of neurology, neurosurgery, and psychiatry",2001,Modality specific neural correlates of auditory and somatic hallucinations.
11784801-1,11784801,1,"Bischoff-Grethe A, Ivry RB, Grafton ST",The Journal of neuroscience : the official journal of the Society for Neuroscience,2002,Cerebellar involvement in response reassignment rather than attention.
11804576-1,11804576,1,"Bunge SA, Dudukovic NM, Thomason ME, Vaidya CJ, Gabrieli JD",Neuron,2002,Immature frontal lobe contributions to cognitive control in children: evidence from fMRI.
11832233-1,11832233,1,"Simon O, Mangin JF, Cohen L, Le Bihan D, Dehaene S",Neuron,2002,"Topographical layout of hand, eye, calculation, and language-related areas in the human parietal lobe."
11884353-1,11884353,1,"Ostrowsky K, Magnin M, Ryvlin P, Isnard J, Guenot M, Mauguiere F","Cerebral cortex (New York, N.Y. : 1991)",2002,Representation of pain and somatic sensation in the human insula: a study of responses to direct electrical cortical stimulation.
12032364-1,12032364,1,"Konishi S, Hayashi T, Uchida I, Kikyo H, Takahashi E, Miyashita Y",Proceedings of the National Academy of Sciences of the United States of America,2002,Hemispheric asymmetry in human lateral prefrontal cortex during cognitive set shifting.
12040063-1,12040063,1,"Cools R, Clark L, Owen AM, Robbins TW",The Journal of neuroscience : the official journal of the Society for Neuroscience,2002,Defining the neural mechanisms of probabilistic reversal learning using event-related functional magnetic resonance imaging.
12062884-1,12062884,1,"Paulus MP, Hozack NE, Zauscher BE, Frank L, Brown GG, McDowell J, Braff DL",Biological psychiatry,2002,Parietal dysfunction is associated with increased outcome-related decision-making in schizophrenia patients.
12077009-1,12077009,1,"Pantano P, Iannetti GD, Caramia F, Mainero C, Di Legge S, Bozzao L, Pozzilli C, Lenzi GL",Brain : a journal of neurology,2002,Cortical motor reorganization after a single clinical attack of multiple sclerosis.
12372029-1,12372029,1,"Roder B, Stock O, Bien S, Neville H, Rosler F",The European journal of neuroscience,2002,Speech processing activates visual cortex in congenitally blind humans.
12372290-1,12372290,1,"Pessoa L, Gutierrez E, Bandettini P, Ungerleider L",Neuron,2002,Neural correlates of visual working memory: fMRI amplitude predicts task performance.
12399015-1,12399015,1,"Jantzen KJ, Steinberg FL, Kelso JA",Neuroscience letters,2002,Practice-dependent modulation of neural activity during human sensorimotor coordination: a functional Magnetic Resonance Imaging study.
12408855-1,12408855,1,"Lawrence NS, Ross TJ, Stein EA",Neuron,2002,Cognitive mechanisms of nicotine on visual attention.
12417766-1,12417766,1,"Mitchell JP, Heatherton TF, Macrae CN",Proceedings of the National Academy of Sciences of the United States of America,2002,Distinct neural systems subserve person and object knowledge.
12457762-1,12457762,1,"Ranganath C, Johnson MK, D'Esposito M",Neuropsychologia,2003,Prefrontal activity associated with working memory and episodic long-term memory.
12477696-1,12477696,1,"Daselaar SM, Veltman DJ, Rombouts SA, Raaijmakers JG, Jonker C",Brain : a journal of neurology,2003,Neuroanatomical correlates of episodic encoding and retrieval in young and elderly subjects.
12486175-1,12486175,1,"Gottfried JA, Deichmann R, Winston JS, Dolan RJ",The Journal of neuroscience : the official journal of the Society for Neuroscience,2002,Functional heterogeneity in human olfactory cortex: an event-related functional magnetic resonance imaging study.
12513941-1,12513941,1,"Quintana J, Wong T, Ortiz-Portillo E, Kovalik E, Davidson T, Marder SR, Mazziotta JC",Biological psychiatry,2003,Prefrontal-posterior parietal networks in schizophrenia: primary dysfunctions and secondary compensations.
12526781-1,12526781,1,"Wartenburger I, Heekeren HR, Abutalebi J, Cappa SF, Villringer A, Perani D",Neuron,2003,Early setting of grammatical processing in the bilingual brain.
12595190-1,12595190,1,"van den Heuvel OA, Groenewegen HJ, Barkhof F, Lazeron RH, van Dyck R, Veltman DJ",NeuroImage,2003,Frontostriatal system in planning complexity: a parametric functional magnetic resonance version of Tower of London task.
12595206-1,12595206,1,"Tyler LK, Stamatakis EA, Dick E, Bright P, Fletcher P, Moss H",NeuroImage,2003,Objects and their actions: evidence for a neurally distributed semantic system.
12599275-1,12599275,1,"Gaillard WD, Sachs BC, Whitnah JR, Ahmad Z, Balsamo LM, Petrella JR, Braniecki SH, McKinney CM, Hunter K, Xu B, Grandin CB",Human brain mapping,2003,Developmental aspects of language processing: fMRI of verbal fluency in children  and adults.
12611986-1,12611986,1,"Strigo IA, Duncan GH, Boivin M, Bushnell MC",Journal of neurophysiology,2003,Differentiation of visceral and cutaneous pain in the human brain.
12644354-1,12644354,1,"Hariri AR, Mattay VS, Tessitore A, Fera F, Weinberger DR",Biological psychiatry,2003,Neocortical modulation of the amygdala response to fearful stimuli.
12667849-1,12667849,1,"Kuo WJ, Yeh TC, Lee CY, Wu Yu, Chou CC, Ho LT, Hung DL, Tzeng OJ, Hsieh JC",NeuroImage,2003,Frequency effects of Chinese character processing in the brain: an event-related  fMRI study.
12667852-1,12667852,1,"Kato M, Miyauchi S",NeuroImage,2003,Functional MRI of brain activation evoked by intentional eye blinking.
12668222-1,12668222,1,"Tillmann B, Janata P, Bharucha JJ",Brain research. Cognitive brain research,2003,Activation of the inferior frontal cortex in musical priming.
12725767-1,12725767,1,"Knecht S, Jansen A, Frank A, van Randenborgh J, Sommer J, Kanowski M, Heinze HJ",NeuroImage,2003,How atypical is atypical language dominance?
12738341-1,12738341,1,"Wild B, Erb M, Eyb M, Bartels M, Grodd W",Psychiatry research,2003,Why are smiles contagious? An fMRI study of the interaction between perception of facial affect and facial movements.
12744947-1,12744947,1,"Perani D, Cappa SF, Tettamanti M, Rosa M, Scifo P, Miozzo A, Basso A, Fazio F",Brain and language,2003,A fMRI study of word retrieval in aphasia.
12764063-1,12764063,1,"Ward NS, Brown MM, Thompson AJ, Frackowiak RS",Brain : a journal of neurology,2003,Neural correlates of outcome after stroke: a cross-sectional fMRI study.
12781725-1,12781725,1,"Burgund ED, Lugar HM, Miezin FM, Petersen SE",NeuroImage,2003,Sustained and transient activity during an object-naming task: a mixed blocked and event-related fMRI study.
12781727-1,12781727,1,"Joanisse MF, Gati JS",NeuroImage,2003,Overlapping neural regions for processing rapid temporal cues in speech and nonspeech signals.
12809980-1,12809980,1,"Daniels C, Witt K, Wolff S, Jansen O, Deuschl G",Neuroscience letters,2003,Rate dependency of the human cortical network subserving executive functions during generation of random number series--a functional magnetic resonance imaging study.
12811732-1,12811732,1,"Booth JR, Burman DD, Meyer JR, Gitelman DR, Parrish TB, Mesulam MM",Human brain mapping,2003,Relation between brain activation and lexical performance.
12814861-1,12814861,1,"Quintana J, Wong T, Ortiz-Portillo E, Marder SR, Mazziotta JC",Biological psychiatry,2003,Right lateral fusiform gyrus dysfunction during facial information processing in  schizophrenia.
12867520-1,12867520,1,"Lewis SJ, Dove A, Robbins TW, Barker RA, Owen AM",The Journal of neuroscience : the official journal of the Society for Neuroscience,2003,Cognitive impairments in early Parkinson's disease are accompanied by reductions  in activity in frontostriatal neural circuitry.
12880808-1,12880808,1,"Gruber O, von Cramon DY",NeuroImage,2003,The functional neuroanatomy of human working memory revisited. Evidence from 3-T  fMRI studies using classical domain-specific interference tasks.
12917383-1,12917383,1,"Shulman GL, McAvoy MP, Cowan MC, Astafiev SV, Tansy AP, d'Avossa G, Corbetta M",Journal of neurophysiology,2003,Quantitative analysis of attention and detection signals during visual search.
12948701-1,12948701,1,"Paulus MP, Rogalsky C, Simmons A, Feinstein JS, Stein MB",NeuroImage,2003,Increased activation in the right insula during risk-taking decision making is related to harm avoidance and neuroticism.
12948717-1,12948717,1,"Fiebach CJ, Friederici AD, Muller K, von Cramon DY, Hernandez AE",NeuroImage,2003,Distinct brain representations for early and late learned words.
12967919-1,12967919,1,"LaBar KS, Crupain MJ, Voyvodic JT, McCarthy G","Cerebral cortex (New York, N.Y. : 1991)",2003,Dynamic perception of facial affect and identity in the human brain.
14561459-1,14561459,1,"Schubert T, Szameitat AJ",Brain research. Cognitive brain research,2003,Functional neuroanatomy of interference in overlapping dual tasks: an fMRI study.
14568446-1,14568446,1,"Royet JP, Plailly J, Delon-Martin C, Kareken DA, Segebarth C",NeuroImage,2003,"fMRI of emotional responses to odors: influence of hedonic valence and judgment,  handedness, and gender."
14568478-1,14568478,1,"Kirsch P, Schienle A, Stark R, Sammer G, Blecker C, Walter B, Ott U, Burkart J, Vaitl D",NeuroImage,2003,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system: an event-related fMRI study.
14622239-1,14622239,1,"de Araujo IE, Rolls ET, Kringelbach ML, McGlone F, Phillips N",The European journal of neuroscience,2003,"Taste-olfactory convergence, and the representation of the pleasantness of flavour, in the human brain."
14642287-1,14642287,1,"Wicker B, Keysers C, Plailly J, Royet JP, Gallese V, Rizzolatti G",Neuron,2003,Both of us disgusted in My insula: the common neural basis of seeing and feeling  disgust.
14642477-1,14642477,1,"Manoach DS, Greve DN, Lindgren KA, Dale AM",NeuroImage,2003,Identifying regional activity associated with temporally separated components of  working memory using event-related functional MRI.
14642482-1,14642482,1,"Habeck C, Hilton HJ, Zarahn E, Flynn J, Moeller J, Stern Y",NeuroImage,2003,Relation of cognitive reserve and task performance to expression of regional covariance networks in an event-related fMRI study of nonverbal memory.
14659501-1,14659501,1,"Leube DT, Erb M, Grodd W, Bartels M, Kircher TT",Brain research. Cognitive brain research,2003,Successful episodic memory retrieval of newly learned faces activates a left fronto-parietal network.
14683707-1,14683707,1,"Keightley ML, Seminowicz DA, Bagby RM, Costa PT, Fossati P, Mayberg HS",NeuroImage,2003,Personality influences limbic-cortical interactions during sad mood induction.
14741658-1,14741658,1,"Thomsen T, Rimol LM, Ersland L, Hugdahl K",NeuroImage,2004,Dichotic listening reveals functional specificity in prefrontal cortex: an fMRI study.
14741668-1,14741668,1,"Herron JE, Henson RN, Rugg MD",NeuroImage,2004,Probability effects on the neural correlates of retrieval success: an fMRI study.
14741678-1,14741678,1,"Luo Q, Peng D, Jin Z, Xu D, Xiao L, Ding G",NeuroImage,2004,Emotional valence of words modulates the subliminal repetition priming effect in  the left fusiform gyrus: an event-related fMRI study.
14741683-1,14741683,1,"Jackson O 3rd, Schacter DL",NeuroImage,2004,Encoding activity in anterior medial temporal lobe supports subsequent associative recognition.
14755593-1,14755593,1,"Gavrilescu M, Stuart GW, Waites A, Jackson G, Svalbe ID, Egan GF",Human brain mapping,2004,Changes in effective connectivity models in the presence of task-correlated motion: an fMRI study.
14972366-1,14972366,1,"Kiehl KA, Smith AM, Mendrek A, Forster BB, Hare RD, Liddle PF",Psychiatry research,2004,Temporal lobe abnormalities in semantic processing by criminal psychopaths as revealed by functional magnetic resonance imaging.
14980565-1,14980565,1,"Osaka N, Osaka M, Kondo H, Morishita M, Fukuyama H, Shibasaki H",NeuroImage,2004,The neural basis of executive function in working memory: an fMRI study based on  individual differences.
14980580-1,14980580,1,"Phan KL, Taylor SF, Welsh RC, Ho SH, Britton JC, Liberzon I",NeuroImage,2004,Neural correlates of individual ratings of emotional salience: a trial-related fMRI study.
14984425-1,14984425,1,"Lewis SJ, Dove A, Robbins TW, Barker RA, Owen AM",The European journal of neuroscience,2004,Striatal contributions to working memory: a functional magnetic resonance imaging study in humans.
15006652-1,15006652,1,"Mainero C, Caramia F, Pozzilli C, Pisani A, Pestalozza I, Borriello G, Bozzao L, Pantano P",NeuroImage,2004,fMRI evidence of brain reorganization during attention and memory tasks in multiple sclerosis.
15006672-1,15006672,1,"Taylor SF, Welsh RC, Wager TD, Phan KL, Fitzgerald KD, Gehring WJ",NeuroImage,2004,A functional neuroimaging study of motivation and executive function.
15009154-1,15009154,1,"Stoeckel MC, Weder B, Binkofski F, Choi HJ, Amunts K, Pieperhoff P, Shah NJ, Seitz RJ",The European journal of neuroscience,2004,Left and right superior parietal lobule in tactile object discrimination.
15028641-1,15028641,1,"Cabeza R, Daselaar SM, Dolcos F, Prince SE, Budde M, Nyberg L","Cerebral cortex (New York, N.Y. : 1991)",2004,"Task-independent and task-specific age effects on brain activity during working memory, visual attention and episodic retrieval."
15038009-1,15038009,1,"Wylie GR, Javitt DC, Foxe JJ",Human brain mapping,2004,Don't think of a white bear: an fMRI investigation of the effects of sequential instructional sets on cortical activity in a task-switching paradigm.
15054060-1,15054060,1,"Turner DC, Aitken MR, Shanks DR, Sahakian BJ, Robbins TW, Schwarzbauer C, Fletcher PC","Cerebral cortex (New York, N.Y. : 1991)",2004,The role of the lateral frontal cortex in causal associative learning: exploring  preventative and super-learning.
15091345-1,15091345,1,"Hashimoto R, Sakai KL",Neuron,2004,Learning letters in adulthood: direct visualization of cortical plasticity for forming a new link between orthography and phonology.
15109998-1,15109998,1,"Chen JK, Johnston KM, Frey S, Petrides M, Worsley K, Ptito A",NeuroImage,2004,Functional abnormalities in symptomatic concussed athletes: an fMRI study.
15110014-1,15110014,1,"Nagai Y, Critchley HD, Featherstone E, Trimble MR, Dolan RJ",NeuroImage,2004,"Activity in ventromedial prefrontal cortex covaries with sympathetic skin conductance level: a physiological account of a ""default mode"" of brain function."
15158422-1,15158422,1,"McClure EB, Monk CS, Nelson EE, Zarahn E, Leibenluft E, Bilder RM, Charney DS, Ernst M, Pine DS",Biological psychiatry,2004,A developmental examination of gender differences in brain engagement during evaluation of threat.
15182319-1,15182319,1,"Kelly AM, Hester R, Murphy K, Javitt DC, Foxe JJ, Garavan H",The European journal of neuroscience,2004,Prefrontal-subcortical dissociations underlying inhibitory control revealed by event-related fMRI.
15183394-1,15183394,1,"Ganis G, Thompson WL, Kosslyn SM",Brain research. Cognitive brain research,2004,Brain areas underlying visual mental imagery and visual perception: an fMRI study.
15193582-1,15193582,1,"Zafiris O, Kircheis G, Rood HA, Boers F, Haussinger D, Zilles K",NeuroImage,2004,Neural mechanism underlying impaired visual judgement in the dysmetabolic brain:  an fMRI study.
15193595-1,15193595,1,"Rowan A, Liegeois F, Vargha-Khadem F, Gadian D, Connelly A, Baldeweg T",NeuroImage,2004,Cortical lateralization during verb generation: a combined ERP and fMRI study.
15193610-1,15193610,1,"Numminen J, Schurmann M, Hiltunen J, Joensuu R, Jousmaki V, Koskinen SK, Salmelin R, Hari R",NeuroImage,2004,Cortical activation during a spatiotemporal tactile comparison task.
15193622-1,15193622,1,"Thomsen T, Specht K, Rimol LM, Hammar A, Nyttingnes J, Ersland L, Hugdahl K",NeuroImage,2004,Brain localization of attentional control in different age groups by combining functional and structural MRI.
15195287-1,15195287,1,"Haslinger B, Erhard P, Altenmuller E, Hennenlotter A, Schwaiger M, Grafin von Einsiedel H, Rummeny E, Conrad B, Ceballos-Baumann AO",Human brain mapping,2004,Reduced recruitment of motor association areas during bimanual coordination in concert pianists.
15210952-1,15210952,1,"Ishai A, Pessoa L, Bikle PC, Ungerleider LG",Proceedings of the National Academy of Sciences of the United States of America,2004,Repetition suppression of faces is modulated by emotion.
15215213-1,15215213,1,"Just MA, Cherkassky VL, Keller TA, Minshew NJ",Brain : a journal of neurology,2004,Cortical activation and synchronization during sentence comprehension in high-functioning autism: evidence of underconnectivity.
15219596-1,15219596,1,"Takahashi H, Koeda M, Oda K, Matsuda T, Matsushima E, Matsuura M, Asai K, Okubo Y",NeuroImage,2004,An fMRI study of differential neural response to affective pictures in schizophrenia.
15219600-1,15219600,1,"Turk DJ, Banfield JF, Walling BR, Heatherton TF, Grafton ST, Handy TC, Gazzaniga MS, Macrae CN",NeuroImage,2004,From facial cue to dinner for two: the neural substrates of personal choice.
15260961-1,15260961,1,"Knutson B, Bjork JM, Fong GW, Hommer D, Mattay VS, Weinberger DR",Neuron,2004,Amphetamine modulates human incentive processing.
15268917-1,15268917,1,"Rapp AM, Leube DT, Erb M, Grodd W, Kircher TT",Brain research. Cognitive brain research,2004,Neural correlates of metaphor processing.
15325367-1,15325367,1,"Hester R, Murphy K, Garavan H",NeuroImage,2004,Beyond common resources: the cortical basis for resolving task interference.
15363399-1,15363399,1,"Phelps EA, Delgado MR, Nearing KI, LeDoux JE",Neuron,2004,Extinction learning in humans: role of the amygdala and vmPFC.
15385595-1,15385595,1,"Naito E, Roland PE, Grefkes C, Choi HJ, Eickhoff S, Geyer S, Zilles K, Ehrsson HH",Journal of neurophysiology,2005,Dominance of the right hemisphere and role of area 2 in human kinesthesia.
15449356-1,15449356,1,"Burton H, Sinclair RJ, McLaren DG",Human brain mapping,2004,Cortical activity to vibrotactile stimulation: an fMRI study in blind and sighted individuals.
15450788-1,15450788,1,"Gordon HL, Baird AA, End A",Biological psychiatry,2004,Functional differences among those high and low on a trait measure of psychopathy.
15469927-1,15469927,1,"Chee MW, Soon CS, Lee HL, Pallier C",Proceedings of the National Academy of Sciences of the United States of America,2004,Left insula activation: a marker for language attainment in bilinguals.
15486986-1,15486986,1,"Kemeny S, Ye FQ, Birn R, Braun AR",Human brain mapping,2005,Comparison of continuous overt speech fMRI using BOLD and arterial spin labeling.
15488409-1,15488409,1,"Zhang JX, Feng CM, Fox PT, Gao JH, Tan LH",NeuroImage,2004,Is left inferior frontal gyrus a general mechanism for selection?
15488426-1,15488426,1,"McIntosh AR, Chau WK, Protzner AB",NeuroImage,2004,Spatiotemporal analysis of event-related fMRI data using partial least squares.
15589105-1,15589105,1,"Tomasi D, Ernst T, Caparelli EC, Chang L",NeuroImage,2004,Practice-induced changes of brain function during visual attention: a parametric  fMRI study at 4 Tesla.
15627588-1,15627588,1,"Kirschen MP, Chen SH, Schraedley-Desmond P, Desmond JE",NeuroImage,2005,Load- and practice-dependent increases in cerebro-cerebellar activation in verbal working memory: an fMRI study.
15652310-1,15652310,1,"Critchley HD, Rotshtein P, Nagai Y, O'Doherty J, Mathias CJ, Dolan RJ",NeuroImage,2005,Activity in the human brain predicting differential heart rate responses to emotional facial expressions.
15708643-1,15708643,1,"Muller TJ, Federspiel A, Horn H, Lovblad K, Lehmann C, Dierks T, Strik WK",International journal of psychophysiology : official journal of the International Organization of Psychophysiology,2005,The neurophysiological time pattern of illusionary visual perceptual transitions: a simultaneous EEG and fMRI study.
15716399-1,15716399,1,"Tatsuno Y, Sakai KL",The Journal of neuroscience : the official journal of the Society for Neuroscience,2005,"Language-related activations in the left prefrontal regions are differentially modulated by age, proficiency, and task demands."
15734360-1,15734360,1,"Remy F, Mirrashed F, Campbell B, Richter W",NeuroImage,2005,Verbal episodic memory impairment in Alzheimer's disease: a combined structural and functional MRI study.
15737657-1,15737657,1,"Valera EM, Faraone SV, Biederman J, Poldrack RA, Seidman LJ",Biological psychiatry,2005,Functional neuroanatomy of working memory in adults with attention-deficit/hyperactivity disorder.
15795139-1,15795139,1,"Fishbein DH, Eldreth DL, Hyde C, Matochik JA, London ED, Contoreggi C, Kurian V, Kimes AS, Breeden A, Grant S",Brain research. Cognitive brain research,2005,Risky decision making and the anterior cingulate cortex in abstinent drug abusers and nonusers.
15808973-1,15808973,1,"Reed CL, Klatzky RL, Halgren E",NeuroImage,2005,What vs. where in touch: an fMRI study.
15808996-1,15808996,1,"Breitenstein C, Jansen A, Deppe M, Foerster AF, Sommer J, Wolbers T, Knecht S",NeuroImage,2005,Hippocampus activity differentiates good from poor learners of a novel lexicon.
15811551-1,15811551,1,"Oishi K, Toma K, Bagarinao ET, Matsuo K, Nakai T, Chihara K, Fukuyama H",Neuroscience research,2005,Activation of the precuneus is related to reduced reaction time in serial reaction time tasks.
15836975-1,15836975,1,"Pukall CF, Strigo IA, Binik YM, Amsel R, Khalife S, Bushnell MC",Pain,2005,Neural correlates of painful genital touch in women with vulvar vestibulitis syndrome.
15850740-1,15850740,1,"Karlsgodt KH, Shirinyan D, van Erp TG, Cohen MS, Cannon TD",NeuroImage,2005,Hippocampal activations during encoding and retrieval in a verbal working memory  paradigm.
15852471-1,15852471,1,"Pouthas V, George N, Poline JB, Pfeuty M, Vandemoorteele PF, Hugueville L, Ferrandez AM, Lehericy S, Lebihan D, Renault B",Human brain mapping,2005,Neural network involved in time perception: an fMRI study comparing long and short interval estimation.
15860337-1,15860337,1,"Amir N, Klumpp H, Elias J, Bedwell JS, Yanasak N, Miller LS",Biological psychiatry,2005,Increased activation of the anterior cingulate cortex during processing of disgust faces in individuals with social phobia.
15885507-1,15885507,1,"Laurens KR, Kiehl KA, Ngan ET, Liddle PF",Schizophrenia research,2005,Attention orienting dysfunction during salient novel stimulus processing in schizophrenia.
15893942-1,15893942,1,"Tomasi D, Caparelli EC, Chang L, Ernst T",NeuroImage,2005,fMRI-acoustic noise alters brain activation during working memory tasks.
15901490-1,15901490,1,"Katzir T, Misra M, Poldrack RA",NeuroImage,2005,Imaging phonology without print: assessing the neural correlates of phonemic awareness using fMRI.
15927486-1,15927486,1,"Volz KG, Schubotz RI, von Cramon DY",NeuroImage,2005,Frontomedian activation depends on both feedback validity and valence: fMRI evidence for contextual feedback evaluation.
15936178-1,15936178,1,"Tessitore A, Hariri AR, Fera F, Smith WG, Das S, Weinberger DR, Mattay VS",Psychiatry research,2005,Functional changes in the activity of brain regions underlying emotion processing in the elderly.
15947065-1,15947065,1,"Buhmann C, Binkofski F, Klein C, Buchel C, van Eimeren T, Erdmann C, Hedrich K, Kasten M, Hagenah J, Deuschl G, Pramstaller PP, Siebner HR",Brain : a journal of neurology,2005,Motor reorganization in asymptomatic carriers of a single mutant Parkin allele: a human model for presymptomatic parkinsonism.
15970434-1,15970434,1,"Nakao T, Nakagawa A, Yoshiura T, Nakatani E, Nabeyama M, Yoshizato C, Kudoh A, Tada K, Yoshioka K, Kawamoto M",Psychiatry research,2005,A functional MRI comparison of patients with obsessive-compulsive disorder and normal controls during a Chinese character Stroop task.
15982787-1,15982787,1,"Moffat SD, Elkins W, Resnick SM",Neurobiology of aging,2006,Age differences in the neural systems supporting human allocentric spatial navigation.
16000652-1,16000652,1,"Crone EA, Wendelken C, Donohue SE, Bunge SA","Cerebral cortex (New York, N.Y. : 1991)",2006,Neural evidence for dissociable components of task-switching.
16027012-1,16027012,1,"King JA, Hartley T, Spiers HJ, Maguire EA, Burgess N",NeuroImage,2005,Anterior prefrontal involvement in episodic retrieval reflects contextual interference.
16046149-1,16046149,1,"Lacourse MG, Orr EL, Cramer SC, Cohen MJ",NeuroImage,2005,Brain activation during execution and motor imagery of novel and skilled sequential hand movements.
16078183-1,16078183,1,"Koelsch S, Fritz T, V Cramon DY, Muller K, Friederici AD",Human brain mapping,2006,Investigating emotion with music: an fMRI study.
16084739-1,16084739,1,"Kuchinke L, Jacobs AM, Grubich C, Vo ML, Conrad M, Herrmann M",NeuroImage,2005,Incidental effects of emotional valence in single word processing: an fMRI study.
16099355-1,16099355,1,"Mazard A, Laou L, Joliot M, Mellet E",Brain research. Cognitive brain research,2005,Neural impact of the semantic content of visual mental images and visual percepts.
16109493-1,16109493,1,"Erickson KI, Colcombe SJ, Wadhwa R, Bherer L, Peterson MS, Scalf PE, Kramer AF",NeuroImage,2005,Neural correlates of dual-task performance after minimizing task-preparation.
16140345-1,16140345,1,"Jackson PL, Brunet E, Meltzoff AN, Decety J",Neuropsychologia,2006,Empathy examined through the neural mechanisms involved in imagining how I feel versus how you feel pain.
16143545-1,16143545,1,"Wright P, Liu Y",NeuroImage,2006,Neutral faces activate the amygdala during identity matching.
16161128-1,16161128,1,"Langleben DD, Loughead JW, Bilker WB, Ruparel K, Childress AR, Busch SI, Gur RC",Human brain mapping,2005,Telling truth from lie in individual subjects with fast event-related fMRI.
16181793-1,16181793,1,"Nitschke JB, Sarinopoulos I, Mackiewicz KL, Schaefer HS, Davidson RJ",NeuroImage,2006,Functional neuroanatomy of aversion and its anticipation.
16185668-1,16185668,1,"Kozel FA, Johnson KA, Mu Q, Grenesko EL, Laken SJ, George MS",Biological psychiatry,2005,Detecting deception using functional magnetic resonance imaging.
16195246-1,16195246,1,"Rosen HJ, Allison SC, Schauer GF, Gorno-Tempini ML, Weiner MW, Miller BL",Brain : a journal of neurology,2005,Neuroanatomical correlates of behavioural disorders in dementia.
16202396-1,16202396,1,"Passamonti L, Fera F, Magariello A, Cerasa A, Gioia MC, Muglia M, Nicoletti G, Gallo O, Provinciali L, Quattrone A",Biological psychiatry,2006,Monoamine oxidase-a genetic variations influence brain activity associated with inhibitory control: new insight into the neural correlates of impulsivity.
16219423-1,16219423,1,"Yoon HW, Chung JY, Kim KH, Song MS, Park HW",Neuroscience letters,2006,An fMRI study of Chinese character reading and picture naming by native Korean speakers.
16228196-1,16228196,1,"Fu CH, Abel KM, Allin MP, Gasston D, Costafreda SG, Suckling J, Williams SC, McGuire PK",Psychopharmacology,2005,Effects of ketamine on prefrontal and striatal regions in an overt verbal fluency task: a functional magnetic resonance imaging study.
16275017-1,16275017,1,"Chou TL, Booth JR, Burman DD, Bitan T, Bigio JD, Lu D, Cone NE",NeuroImage,2006,Developmental changes in the neural correlates of semantic processing.
16289998-1,16289998,1,"Pastor MA, Macaluso E, Day BL, Frackowiak RS",NeuroImage,2006,The neural basis of temporal auditory discrimination.
16290016-1,16290016,1,"Ochsner KN, Beer JS, Robertson ER, Cooper JC, Gabrieli JD, Kihsltrom JF, D'Esposito M",NeuroImage,2005,The neural correlates of direct and reflected self-knowledge.
