id,study_id,contrast_id,authors,journal,year,title
15907318-1,15907318,1,"Remijnse PL, Nielen MM, Uylings HB, Veltman DJ",NeuroImage,2005,Neural correlates of a reversal learning task with an affectively neutral baseline: an event-related fMRI study.
15982902-1,15982902,1,"Lundstrom BN, Ingvar M, Petersson KM",NeuroImage,2005,The role of precuneus and left inferior frontal cortex during source memory episodic retrieval.
15993771-1,15993771,1,"Kemmotsu N, Villalobos ME, Gaffrey MS, Courchesne E, Muller RA",Brain research. Cognitive brain research,2005,Activity and functional connectivity of inferior frontal cortex associated with response conflict.
16000632-1,16000632,1,"Tanabe HC, Honda M, Sadato N",The Journal of neuroscience : the official journal of the Society for Neuroscience,2005,Functionally segregated neural substrates for arbitrary audiovisual paired-association learning.
16027012-1,16027012,1,"King JA, Hartley T, Spiers HJ, Maguire EA, Burgess N",NeuroImage,2005,Anterior prefrontal involvement in episodic retrieval reflects contextual interference.
16076549-1,16076549,1,"Manoach DS, White N, Lindgren KA, Heckers S, Coleman MJ, Dubal S, Goff DC, Holzman PS",Schizophrenia research,2005,Intact hemispheric specialization for spatial and shape working memory in schizophrenia.
16095920-1,16095920,1,"Knops A, Nuerk HC, Fimm B, Vohn R, Willmes K",NeuroImage,2006,A special role for numbers in working memory? An fMRI study.
16099355-1,16099355,1,"Mazard A, Laou L, Joliot M, Mellet E",Brain research. Cognitive brain research,2005,Neural impact of the semantic content of visual mental images and visual percepts.
16281285-1,16281285,1,"Husain FT, Fromm SJ, Pursley RH, Hosey LA, Braun AR, Horwitz B",Human brain mapping,2006,Neural bases of categorization of simple speech and nonspeech sounds.
16298112-1,16298112,1,"Poirier C, Collignon O, Devolder AG, Renier L, Vanlierde A, Tranduy D, Scheiber C",Brain research. Cognitive brain research,2005,Specific activation of the V5 brain area by auditory motion processing: an fMRI study.
16310346-1,16310346,1,"Heim S, Alter K, Ischebeck AK, Amunts K, Eickhoff SB, Mohlberg H, Zilles K, von Cramon DY, Friederici AD",Brain research. Cognitive brain research,2005,The role of the left Brodmann's areas 44 and 45 in reading words and pseudowords.
16337110-1,16337110,1,"Nebel K, Wiese H, Stude P, de Greiff A, Diener HC, Keidel M",Brain research. Cognitive brain research,2005,On the neural basis of focused and divided attention.
16360121-1,16360121,1,"Tinaz S, Schendan HE, Schon K, Stern CE",Brain research,2006,Evidence for the importance of basal ganglia output nuclei in semantic event sequencing: an fMRI study.
16376861-1,16376861,1,"Woodward TS, Ruff CC, Ngan ET",Brain research,2006,Short- and long-term changes in anterior cingulate activation during resolution of task-set competition.
16380270-1,16380270,1,"Bangert M, Peschel T, Schlaug G, Rotte M, Drescher D, Hinrichs H, Heinze HJ, Altenmuller E",NeuroImage,2006,Shared networks for auditory and motor processing in professional pianists: evidence from fMRI conjunction.
16399678-1,16399678,1,"Grol MJ, de Lange FP, Verstraten FA, Passingham RE, Toni I",The Journal of neuroscience : the official journal of the Society for Neuroscience,2006,Cerebral changes during performance of overlearned arbitrary visuomotor associations.
16400153-1,16400153,1,"Dobbins IG, Han S","Cerebral cortex (New York, N.Y. : 1991)",2006,Isolating rule- versus evidence-based prefrontal activity during episodic and lexical discrimination: a functional magnetic resonance imaging investigation of  detection theory distinctions.
16413795-1,16413795,1,"Ischebeck A, Zamarian L, Siedentopf C, Koppelstatter F, Benke T, Felber S, Delazer M",NeuroImage,2006,How specifically do we learn? Imaging the learning of multiplication and subtraction.
16418844-1,16418844,1,"Hanakawa T, Honda M, Zito G, Dimyan MA, Hallett M",Experimental brain research,2006,Brain activity during visuomotor behavior triggered by arbitrary and spatially constrained cues: an fMRI study in humans.
16427099-1,16427099,1,"Golestani N, Alario FX, Meriaux S, Le Bihan D, Dehaene S, Pallier C",Neuropsychologia,2006,Syntax production in bilinguals.
16436686-1,16436686,1,"Hampshire A, Owen AM","Cerebral cortex (New York, N.Y. : 1991)",2006,Fractionating attentional control using event-related fMRI.
16492377-1,16492377,1,"Denkova E, Botzung A, Scheiber C, Manning L",Brain research,2006,Implicit emotion during recollection of past events: a nonverbal fMRI study.
16510734-1,16510734,1,"Kensinger EA, Schacter DL",The Journal of neuroscience : the official journal of the Society for Neuroscience,2006,"Amygdala activity is associated with the successful encoding of item, but not source, information for positive and negative stimuli."
16513368-1,16513368,1,"Zysset S, Wendt CS, Volz KG, Neumann J, Huber O, von Cramon DY",NeuroImage,2006,The neural implementation of multi-attribute decision making: a parametric fMRI study with human subjects.
16527492-1,16527492,1,"Van Horn JD, Yanos M, Schmitt PJ, Grafton ST",NeuroImage,2006,Alcohol-induced suppression of BOLD activity during goal-directed visuomotor performance.
16547922-1,16547922,1,"de Zubicaray G, McMahon K, Eastburn M, Pringle A",Human brain mapping,2006,Top-down influences on lexical selection during spoken word production: A 4T fMRI investigation of refractory effects in picture naming.
16584892-1,16584892,1,"Spiers HJ, Maguire EA",NeuroImage,2006,"Thoughts, behaviour, and brain dynamics during navigation in the real world."
16616832-1,16616832,1,"Kumari V, Aasen I, Taylor P, Ffytche DH, Das M, Barkataki I, Goswami S, O'Connell P, Howlett M, Williams SC, Sharma T",Schizophrenia research,2006,Neural dysfunction and violence in schizophrenia: an fMRI investigation.
16624583-1,16624583,1,"Dove A, Brett M, Cusack R, Owen AM",NeuroImage,2006,Dissociable contributions of the mid-ventrolateral frontal cortex and the medial  temporal lobe system to human memory.
16639742-1,16639742,1,"Abutalebi J, Keim R, Brambati SM, Tettamanti M, Cappa SF, De Bleser R, Perani D",Human brain mapping,2007,Late acquisition of literacy in a native language.
16648457-1,16648457,1,"Kensinger EA, Schacter DL","Cerebral cortex (New York, N.Y. : 1991)",2006,Neural processes underlying memory attribution on a reality-monitoring task.
16702002-1,16702002,1,"Majerus S, Poncelet M, Van der Linden M, Albouy G, Salmon E, Sterpenich V, Vandewalle G, Collette F, Maquet P",NeuroImage,2006,The left intraparietal sulcus and verbal short-term memory: focus of attention or serial order?
16764897-1,16764897,1,"Kaplan JT, Freedman J, Iacoboni M",Neuropsychologia,2007,Us versus them: Political attitudes and party affiliation influence neural response to faces of presidential candidates.
16775140-1,16775140,1,"Gold BT, Balota DA, Jones SJ, Powell DK, Smith CD, Andersen AH",The Journal of neuroscience : the official journal of the Society for Neuroscience,2006,Dissociation of automatic and strategic lexical-semantics: functional magnetic resonance imaging evidence for differing roles of multiple frontotemporal regions.
16797186-1,16797186,1,"Simons JS, Davis SW, Gilbert SJ, Frith CD, Burgess PW",NeuroImage,2006,Discriminating imagined from perceived information engages brain areas implicated in schizophrenia.
16797190-1,16797190,1,"Rowe JB, Siebner H, Filipovic SR, Cordivari C, Gerschlager W, Rothwell J, Frackowiak R",NeuroImage,2006,Aging is associated with contrasting changes in local and distant cortical connectivity in the human motor system.
16837589-1,16837589,1,"Sterpenich V, D'Argembeau A, Desseilles M, Balteau E, Albouy G, Vandewalle G, Degueldre C, Luxen A, Collette F, Maquet P",The Journal of neuroscience : the official journal of the Society for Neuroscience,2006,The locus ceruleus is involved in the successful retrieval of emotional memories  in humans.
16855090-1,16855090,1,"McNealy K, Mazziotta JC, Dapretto M",The Journal of neuroscience : the official journal of the Society for Neuroscience,2006,Cracking the language code: neural mechanisms underlying speech parsing.
16949839-1,16949839,1,"Lee AC, Bandelow S, Schwarzbauer C, Henson RN, Graham KS",NeuroImage,2006,Perirhinal cortex activity during visual object discrimination: an event-related  fMRI study.
16966490-1,16966490,1,"Kaas AL, van Mier H, Goebel R","Cerebral cortex (New York, N.Y. : 1991)",2007,The neural correlates of human working memory for haptically explored object orientations.
17029760-1,17029760,1,"Fitzgerald PB, Oxley TJ, Laird AR, Kulkarni J, Egan GF, Daskalakis ZJ",Psychiatry research,2006,An analysis of functional neuroimaging studies of dorsolateral prefrontal cortical activity in depression.
17065458-1,17065458,1,"Moore CD, Cohen MX, Ranganath C",The Journal of neuroscience : the official journal of the Society for Neuroscience,2006,Neural mechanisms of expert skills in visual working memory.
17070072-1,17070072,1,"Straube T, Weiss T, Mentzel HJ, Miltner WH",NeuroImage,2007,Time course of amygdala activation during aversive conditioning depends on attention.
17077159-1,17077159,1,"Mondadori CR, de Quervain DJ, Buchmann A, Mustovic H, Wollmer MA, Schmidt CF, Boesiger P, Hock C, Nitsch RM, Papassotiropoulos A, Henke K","Cerebral cortex (New York, N.Y. : 1991)",2007,Better memory and neural efficiency in young apolipoprotein E epsilon4 carriers.
17121746-1,17121746,1,"Monchi O, Petrides M, Mejia-Constain B, Strafella AP",Brain : a journal of neurology,2007,Cortical activity in Parkinson's disease during executive processing depends on striatal involvement.
17133397-1,17133397,1,"Jansma JM, Ramsey NF, de Zwart JA, van Gelderen P, Duyn JH",Human brain mapping,2007,fMRI study of effort and information processing in a working memory task.
17137758-1,17137758,1,"Jager G, Van Hell HH, De Win MM, Kahn RS, Van Den Brink W, Van Ree JM, Ramsey NF",European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,2007,Effects of frequent cannabis use on hippocampal activity during an associative memory task.
17159232-1,17159232,1,"Willems RM, Ozyurek A, Hagoort P","Cerebral cortex (New York, N.Y. : 1991)",2007,When language meets action: the neural integration of gesture and speech.
17178412-1,17178412,1,"Dux PE, Ivanoff J, Asplund CL, Marois R",Neuron,2006,Isolation of a central bottleneck of information processing with time-resolved FMRI.
17182773-1,17182773,1,"Preuschhof C, Heekeren HR, Taskin B, Schubert T, Villringer A",The Journal of neuroscience : the official journal of the Society for Neuroscience,2006,Neural correlates of vibrotactile working memory in the human brain.
17197035-1,17197035,1,"Walter H, Wolf RC, Spitzer M, Vasic N",Journal of affective disorders,2007,"Increased left prefrontal activation in patients with unipolar depression: an event-related, parametric, performance-controlled fMRI study."
17204820-1,17204820,1,"Morcom AM, Li J, Rugg MD","Cerebral cortex (New York, N.Y. : 1991)",2007,Age effects on the neural correlates of episodic retrieval: increased cortical recruitment with matched performance.
17274018-1,17274018,1,"Bahlmann J, Rodriguez-Fornells A, Rotte M, Munte TF",Human brain mapping,2007,An fMRI study of canonical and noncanonical word order in German.
17337165-1,17337165,1,"Schlosser RG, Gesierich T, Wagner G, Bolz M, Grunder G, Dielentheis TF, Scherb C, Stoeter P",Psychiatry research,2007,Altered benzodiazepine receptor sensitivity in alcoholism: a study with fMRI and  acute lorazepam challenge.
17346989-1,17346989,1,"Schendan HE, Stern CE",NeuroImage,2007,Mental rotation and object categorization share a common network of prefrontal and dorsal and ventral regions of posterior cortex.
17376703-1,17376703,1,"Sommer M, Dohnel K, Sodian B, Meinhardt J, Thoermer C, Hajak G",NeuroImage,2007,Neural correlates of true and false belief reasoning.
17433880-1,17433880,1,"Mizuhara H, Yamaguchi Y",NeuroImage,2007,Human cortical circuits for central executive function emerge by theta phase synchronization.
17449068-1,17449068,1,"Vilberg KL, Rugg MD",Neuropsychologia,2007,"Dissociation of the neural correlates of recognition memory according to familiarity, recollection, and amount of recollected information."
17462914-1,17462914,1,"Mayer JS, Bittner RA, Nikolic D, Bledowski C, Goebel R, Linden DE",NeuroImage,2007,Common neural substrates for visual working memory and attention.
17468013-1,17468013,1,"Hayter AL, Langdon DW, Ramnani N",NeuroImage,2007,Cerebellar contributions to working memory.
17481919-1,17481919,1,Mitchell RL,NeuroImage,2007,fMRI delineation of working memory for emotional prosody in the brain: commonalities with the lexico-semantic emotion network.
17490989-1,17490989,1,"Farrer C, Frey SH, Van Horn JD, Tunik E, Turk D, Inati S, Grafton ST","Cerebral cortex (New York, N.Y. : 1991)",2008,The angular gyrus computes action awareness representations.
17497646-1,17497646,1,"Nan Y, Knosche TR, Zysset S, Friederici AD",Human brain mapping,2008,Cross-cultural music phrase processing: an fMRI study.
17499318-1,17499318,1,"Dudukovic NM, Wagner AD",Neuropsychologia,2007,Goal-dependent modulation of declarative memory: neural correlates of temporal recency decisions and novelty detection.
17531309-1,17531309,1,"Reinke K, Fernandes M, Schwindt G, O'Craven K, Grady CL",Brain and language,2008,Functional specificity of the visual word form area: general activation for words and symbols but specific network activation for words.
17544630-1,17544630,1,"Woodward ND, Tibbo P, Purdon SE",Schizophrenia research,2007,An fMRI investigation of procedural learning in unaffected siblings of individuals with schizophrenia.
17601749-1,17601749,1,"Ortigue S, Grafton ST, Bianchi-Demicheli F",NeuroImage,2007,Correlation between insula activation and self-reported quality of orgasm in women.
17631361-1,17631361,1,"Kensinger EA, Schacter DL",Neuropsychologia,2007,Remembering the specific visual details of presented objects: neuroimaging evidence for effects of emotion.
17636562-1,17636562,1,"Han S, Gao X, Humphreys GW, Ge J",Human brain mapping,2008,Neural processing of threat cues in social environments.
17689571-1,17689571,1,"Schoning S, Engelien A, Kugel H, Schafer S, Schiffbauer H, Zwitserlood P, Pletziger E, Beizai P, Kersting A, Ohrmann P, Greb RR, Lehmann W, Heindel W, Arolt V, Konrad C",Neuropsychologia,2007,"Functional anatomy of visuo-spatial working memory during mental rotation is influenced by sex, menstrual cycle, and sex steroid hormones."
17705220-1,17705220,1,"Ischebeck A, Heim S, Siedentopf C, Zamarian L, Schocke M, Kremser C, Egger K, Strenge H, Scheperjans F, Delazer M",Human brain mapping,2008,Are numbers special? Comparing the generation of verbal materials from ordered categories (months) to numbers and other categories (animals) in an fMRI study.
17717701-1,17717701,1,"Heim S, Eickhoff SB, Ischebeck AK, Supp G, Amunts K",Brain structure & function,2007,Modality-independent involvement of the left BA 44 during lexical decision making.
17822681-1,17822681,1,"Fehr T, Code C, Herrmann M",Brain research,2007,Common brain regions underlying different arithmetic operations as revealed by conjunct fMRI-BOLD activation.
17874333-1,17874333,1,"Peran P, Demonet JF, Cardebat D",Psychopharmacology,2008,Paroxetine-induced modulation of cortical activity supporting language representations of action.
17880400-1,17880400,1,"Zimmer U, Macaluso E",The European journal of neuroscience,2007,Processing of multisensory spatial congruency can be dissociated from working memory and visuo-spatial attention.
17905600-1,17905600,1,"Watanabe T, Yagishita S, Kikyo H",NeuroImage,2008,Memory of music: roles of right hippocampus and left inferior frontal gyrus.
17977592-1,17977592,1,"Kemmerer D, Castillo JG, Talavage T, Patterson S, Wiley C",Brain and language,2008,Neuroanatomical distribution of five semantic components of verbs: evidence from  fMRI.
17979124-1,17979124,1,"Stevens MC, Kiehl KA, Pearlson GD, Calhoun VD",Human brain mapping,2009,Brain network dynamics during error commission.
17999939-1,17999939,1,"Niddam DM, Chan RC, Lee SH, Yeh TC, Hsieh JC",NeuroImage,2008,Central representation of hyperalgesia from myofascial trigger point.
18053745-1,18053745,1,"Lavrysen A, Heremans E, Peeters R, Wenderoth N, Helsen WF, Feys P, Swinnen SP",NeuroImage,2008,Hemispheric asymmetries in eye-hand coordination.
